BRANCH;BRANCH_CODE;FILIAL_NAME;STREET_HOUSE;CALCULATION_COMPANY;DELIVER;SERVICE;CHARGE_PLAN;CHARGE_PLAN_WITH_D_G;DISCOUNT;GRANT;MAKET;MAKET_DISCOUNT;RETURN;RETURN_DISCOUNT;CHARGE_FACT;CHARGE_FACT_PENI;MAKET_PENI
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;678.84;678.84;0.00;0.00;0.00;0.00;0.00;0.00;678.84;0.08;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо сщб;цнп.бндю;13398.18;13398.18;0.00;0.00;821.60;0.00;0.00;0.00;14219.78;1.24;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);2586.00;2586.00;0.00;0.00;0.00;0.00;0.00;0.00;2586.00;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;6251.76;6251.76;0.00;0.00;0.00;0.00;0.00;0.00;6251.76;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;190.93;190.93;0.00;0.00;0.00;0.00;0.00;0.00;190.93;0.02;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо сщб;нрнокемхе;57401.49;57401.49;0.00;0.00;30972.56;0.00;0.00;0.00;88374.05;5.96;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;37760.92;37760.92;0.00;0.00;0.00;0.00;0.00;0.00;37760.92;5.07;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;127.29;127.29;0.00;0.00;0.00;0.00;0.00;0.00;127.29;0.01;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);734.94;734.94;0.00;0.00;0.00;0.00;0.00;0.00;734.94;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;3988.24;3988.24;0.00;0.00;0.00;0.00;0.00;0.00;3988.24;0.44;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;238.81;238.81;0.00;0.00;0.00;0.00;0.00;0.00;238.81;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо сщб;цнп.бндю;10138.49;10138.49;0.00;0.00;-36.64;0.00;0.00;0.00;10101.85;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);1881.85;1881.85;0.00;0.00;0.00;0.00;0.00;0.00;1881.85;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;5545.20;5545.20;0.00;0.00;0.00;0.00;0.00;0.00;5545.20;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;66.39;66.39;0.00;0.00;0.00;0.00;0.00;0.00;66.39;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо сщб;нрнокемхе;32899.00;32899.00;0.00;0.00;0.00;0.00;0.00;0.00;32899.00;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.51;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;19968.39;19968.39;0.00;0.00;0.00;0.00;0.00;0.00;19968.39;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;39.81;39.81;0.00;0.00;0.00;0.00;0.00;0.00;39.81;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);653.59;653.59;0.00;0.00;0.00;0.00;0.00;0.00;653.59;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 6;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1419.68;1419.68;0.00;0.00;0.00;0.00;0.00;0.00;1419.68;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо сщб;цнп.бндю;13059.36;13059.36;0.00;0.00;0.00;0.00;0.00;0.00;13059.36;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);564.55;564.55;0.00;0.00;0.00;0.00;0.00;0.00;564.55;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;7178.94;7178.94;0.00;0.00;0.00;0.00;0.00;0.00;7178.94;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;168.99;168.99;0.00;0.00;0.00;0.00;0.00;0.00;168.99;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо сщб;нрнокемхе;61851.38;61851.38;0.00;0.00;67104.23;0.00;0.00;0.00;128955.61;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;31050.81;31050.81;0.00;0.00;0.00;0.00;0.00;0.00;31050.81;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);311.74;311.74;0.00;0.00;0.00;0.00;0.00;0.00;311.74;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.59;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;634.39;634.39;0.00;0.00;0.00;0.00;0.00;0.00;634.39;0.96;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо сщб;цнп.бндю;17238.08;17238.08;0.00;0.00;-958.24;0.00;0.00;0.00;16279.84;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);4704.60;4704.60;0.00;0.00;0.00;0.00;0.00;0.00;4704.60;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;мюел;355.15;355.15;0.00;0.00;0.00;0.00;0.00;0.00;355.15;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;7527.76;7527.76;0.00;0.00;0.00;0.00;0.00;0.00;7527.76;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;177.60;177.60;0.00;0.00;0.00;0.00;0.00;0.00;177.60;0.26;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо сщб;нрнокемхе;61414.12;61414.12;0.00;0.00;-131788.77;0.00;0.00;0.00;-70374.65;92.03;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;39302.77;39302.77;0.00;0.00;0.00;0.00;0.00;0.00;39302.77;70.63;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;126.93;126.93;0.00;0.00;0.00;0.00;0.00;0.00;126.93;0.18;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);1260.52;1260.52;0.00;0.00;0.00;0.00;0.00;0.00;1260.52;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 9;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;4161.20;4161.20;0.00;0.00;0.00;0.00;0.00;0.00;4161.20;6.25;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;587.40;587.40;0.00;0.00;0.00;0.00;0.00;0.00;587.40;0.15;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо сщб;цнп.бндю;14974.33;14974.33;0.00;0.00;506.22;0.00;0.00;0.00;15480.55;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);3199.10;3199.10;0.00;0.00;0.00;0.00;0.00;0.00;3199.10;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.83;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;5771.78;5771.78;0.00;0.00;0.00;0.00;0.00;0.00;5771.78;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;167.84;167.84;0.00;0.00;0.00;0.00;0.00;0.00;167.84;0.05;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо сщб;нрнокемхе;58062.16;58062.16;0.00;0.00;0.00;0.00;0.00;0.00;58062.16;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;39291.81;39291.81;0.00;0.00;0.00;0.00;0.00;0.00;39291.81;12.36;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;104.96;104.96;0.00;0.00;0.00;0.00;0.00;0.00;104.96;0.03;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);747.00;747.00;0.00;0.00;0.00;0.00;0.00;0.00;747.00;0.38;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 5ю;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;3838.99;3838.99;0.00;0.00;0.00;0.00;0.00;0.00;3838.99;1.01;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;2101.00;2101.00;0.00;0.00;0.00;0.00;0.00;0.00;2101.00;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;588.28;588.28;0.00;0.00;0.00;0.00;0.00;0.00;588.28;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо сщб;цнп.бндю;11903.86;11903.86;0.00;0.00;110.22;0.00;0.00;0.00;12014.08;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);1505.46;1505.46;0.00;0.00;0.00;0.00;0.00;0.00;1505.46;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.31;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;5175.52;5175.52;0.00;0.00;0.00;0.00;0.00;0.00;5175.52;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;168.08;168.08;0.00;0.00;0.00;0.00;0.00;0.00;168.08;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо сщб;нрнокемхе;58559.76;58559.76;0.00;0.00;-25099.61;0.00;0.00;0.00;33460.15;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;400.00;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;40675.38;40675.38;0.00;0.00;0.00;0.00;0.00;0.00;40675.38;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;105.12;105.12;0.00;0.00;0.00;0.00;0.00;0.00;105.12;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);420.18;420.18;0.00;0.00;0.00;0.00;0.00;0.00;420.18;0.00;0.00
тцсо "фйу ммж";26;фщс-1;опюбдш 7ю;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1344.62;1344.62;0.00;0.00;0.00;0.00;0.00;0.00;1344.62;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;250.97;250.97;0.00;0.00;0.00;0.00;0.00;0.00;250.97;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо сщб;цнп.бндю;5025.61;5025.61;0.00;0.00;0.00;0.00;0.00;0.00;5025.61;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);1129.10;1129.10;0.00;0.00;0.00;0.00;0.00;0.00;1129.10;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;2412.60;2412.60;0.00;0.00;0.00;0.00;0.00;0.00;2412.60;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;3052.84;3052.84;0.00;0.00;0.00;0.00;0.00;0.00;3052.84;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;69.24;69.24;0.00;0.00;0.00;0.00;0.00;0.00;69.24;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо сщб;нрнокемхе;21458.26;21458.26;0.00;0.00;0.00;0.00;0.00;0.00;21458.26;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;17403.21;17192.07;0.00;211.14;0.00;0.00;0.00;0.00;17192.07;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;51.92;51.92;0.00;0.00;0.00;0.00;0.00;0.00;51.92;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;лсо йас;унк.бндю;2350.55;2350.55;0.00;0.00;-27.24;0.00;0.00;0.00;2323.31;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;лсо йас;унк.бндю (онбшь.йнщт-р);499.57;499.57;0.00;0.00;0.00;0.00;0.00;0.00;499.57;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 1;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;770.21;770.21;0.00;0.00;0.00;0.00;0.00;0.00;770.21;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;254.60;254.60;0.00;0.00;0.00;0.00;0.00;0.00;254.60;75.90;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо сщб;цнп.бндю;8785.27;8785.27;0.00;0.00;0.00;0.00;0.00;0.00;8785.27;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;юн "яхащйн";цнп.бндю (онбшь.йнщт-р);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3253.07;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);2015.39;2015.39;0.00;0.00;0.00;0.00;0.00;0.00;2015.39;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;дно.рей,пелнмр;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;564.70;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;0.00;0.00;0.00;0.00;76.40;0.00;0.00;0.00;76.40;429.05;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;4146.98;4146.98;0.00;0.00;0.00;0.00;0.00;0.00;4146.98;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;70.24;70.24;0.00;0.00;0.00;0.00;0.00;0.00;70.24;13.61;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо сщб;нрнокемхе;21768.21;21768.21;0.00;0.00;0.00;0.00;0.00;0.00;21768.21;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;14959.43;14959.43;0.00;0.00;51.19;0.00;0.00;0.00;15010.62;5478.62;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;52.66;52.66;0.00;0.00;0.00;0.00;0.00;0.00;52.66;14.14;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;лсо йас;унк.бндю;3106.24;3106.24;0.00;0.00;45.58;0.00;0.00;0.00;3151.82;1941.51;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;лсо йас;унк.бндю (онбшь.йнщт-р);535.02;535.02;0.00;0.00;0.00;0.00;0.00;0.00;535.02;842.81;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 3;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;772.56;772.56;0.00;0.00;0.00;0.00;0.00;0.00;772.56;247.31;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;259.59;259.59;0.00;0.00;0.00;0.00;0.00;0.00;259.59;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо сщб;цнп.бндю;7074.86;7074.86;0.00;0.00;0.00;0.00;0.00;0.00;7074.86;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);564.55;564.55;0.00;0.00;0.00;0.00;0.00;0.00;564.55;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;4343.74;4343.74;0.00;0.00;0.00;0.00;0.00;0.00;4343.74;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;69.24;69.24;0.00;0.00;0.00;0.00;0.00;0.00;69.24;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо сщб;нрнокемхе;21455.73;21455.73;0.00;0.00;0.00;0.00;0.00;0.00;21455.73;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;18872.20;18872.20;0.00;0.00;0.00;0.00;0.00;0.00;18872.20;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;51.91;51.91;0.00;0.00;0.00;0.00;0.00;0.00;51.91;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;лсо йас;унк.бндю;2049.64;2049.64;0.00;0.00;33.27;0.00;0.00;0.00;2082.91;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;лсо йас;унк.бндю (онбшь.йнщт-р);149.87;149.87;0.00;0.00;0.00;0.00;0.00;0.00;149.87;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 5;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1021.07;1021.07;0.00;0.00;0.00;0.00;0.00;0.00;1021.07;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;623.59;623.59;0.00;0.00;0.00;0.00;0.00;0.00;623.59;0.03;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо сщб;цнп.бндю;16730.93;16730.93;0.00;0.00;0.00;0.00;0.00;0.00;16730.93;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;юн "яхащйн";цнп.бндю (онбшь.йнщт-р);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.88;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);3010.93;3010.93;0.00;0.00;0.00;0.00;0.00;0.00;3010.93;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;8902.13;8902.13;0.00;0.00;0.00;0.00;0.00;0.00;8902.13;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;178.11;178.11;0.00;0.00;0.00;0.00;0.00;0.00;178.11;0.03;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо сщб;нрнокемхе;46393.26;46393.26;0.00;0.00;0.00;0.00;0.00;0.00;46393.26;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;29089.89;29089.89;0.00;0.00;0.00;0.00;0.00;0.00;29089.89;8.57;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;133.69;133.69;0.00;0.00;0.00;0.00;0.00;0.00;133.69;0.03;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;лсо йас;унк.бндю;6363.13;6363.13;0.00;0.00;536.88;0.00;0.00;0.00;6900.01;1.05;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;лсо йас;унк.бндю (онбшь.йнщт-р);749.36;749.36;0.00;0.00;0.00;0.00;0.00;0.00;749.36;0.36;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 9;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1626.01;1626.01;0.00;0.00;0.00;0.00;0.00;0.00;1626.01;0.28;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;581.14;581.14;0.00;0.00;0.00;0.00;0.00;0.00;581.14;2.47;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;тцсо сщб;цнп.бндю;19568.52;19568.52;0.00;0.00;0.00;0.00;0.00;0.00;19568.52;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;юн "яхащйн";цнп.бндю (онбшь.йнщт-р);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.65;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);1693.65;1693.65;0.00;0.00;0.00;0.00;0.00;0.00;1693.65;0.00;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;2115.70;2115.70;0.00;0.00;0.00;0.00;0.00;0.00;2115.70;17.03;0.00
тцсо "фйу ммж";26;фщс-1;янкмевмнцнпяйюъ 11;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;13031.22;13031.22;0.00;0.00;0.00;0.00;0.00;0.00;13031.22;0.00;0.00
